Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,HS,AS,HST,AST,B365H,B365D,B365A
0,0,1,sex,2018-08-10,20:30,Benfica,1.9,1.0,Guimaraes,55219,Estádio do Sport Lisboa e Benfica,João Pinheiro,/pt/partidas/ccb3880d/Benfica-Vitoria-Guimaraes-2018Agosto10-Primeira-Liga,3,2,4-3-3,4-2-3-1,16.0,25.0,5.0,2.0,10.0,10.0,717.0,434.0,18.0,15.0,8.0,14.0,14.0,18.0,3.0,3.0,6.0,5.0,83.0,70.0,0.0,0.0,0.0,4.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Franco Cervi,Eduardo Salvio,Facundo Ferreyra,Pizzi,Jardel,André Almeida,Gedson Fernandes,Mile Svilar,Germán Conti,Haris Seferović,Alfa Semedo,Andrija Živković,Andreas Samaris,Douglas,Rafa Soares,João Afonso,João Carlos Teixeira,André André,Tyler Boyd,Yordan Osorio,Alhassan Wakaso,Ola John,Junior Tallo,Dodô,João Miguel Macedo Silva,Alexandre Guedes,Tozé,Florent Hanin,Joseph Amoah,Davidson da Luz Pereira,9,9,7,5,1.25,5.75,11.0
1,1,1,sáb,2018-08-11,16:30,Setubal,1.8,0.3,Aves,5182,Estádio do Bonfim,Hélder Malheiro,/pt/partidas/cedf97d7/Vitoria-Setubal-Aves-2018Agosto11-Primeira-Liga,2,0,4-1-4-1,4-3-3,16.0,16.0,9.0,3.0,36.0,14.0,554.0,438.0,9.0,13.0,14.0,17.0,11.0,29.0,5.0,0.0,9.0,10.0,94.0,84.0,2.0,0.0,0.0,3.0,1.0,1.0,Cristiano Pereira Figueiredo,Mano,Costinha,Vasco Fernandes,Rúben Micael,Nuno Pinto,Nuno Reis,Frédéric Mendy,José Semedo,Zequinha,Jhonder Cádiz,Joel Castro Pereira,Alex,Éber Bessa,Pedro Manuel Mota Pinto,André Martins Sousa,André Pedrosa,Quentin Beunardeau,Rodrigo Alves Soares,Bruno Manuel Araújo Braga,Nildo Petrolina,Nélson Lenho,Amilton,Claudio Falcão,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Marco Pinto,Rodrigo Defendi,Rúben Alexandre Gomes Oliveira,Michel,Luis Fariña,Carlos Ponck,13,2,5,1,2.25,3.1,3.4
2,2,1,sáb,2018-08-11,19:00,Tondela,1.3,0.5,Belenenses,2010,Estádio João Cardoso,Luís Godinho,/pt/partidas/ef13f774/Tondela-Belenenses-SAD-2018Agosto11-Primeira-Liga,0,1,4-4-2,4-3-3,14.0,13.0,10.0,4.0,35.0,13.0,491.0,570.0,15.0,15.0,9.0,23.0,18.0,46.0,0.0,0.0,4.0,12.0,100.0,95.0,2.0,0.0,1.0,2.0,0.0,0.0,Cláudio Ramos,Hélder Tavares,Miguel Filipe Nunes Cardoso,Juan Delgado,Tomané,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Cristian Arango,Pedro José Moreira Silva,António Xavier,Pité,Jhon Murillo,Sergio Peña,João Reis,Muriel Becker,Vincent Sasso,Diogo Viana,Matija Ljujić,Fredy,Zakarya Bergdich,Gonçalo Silva,Jonatan Lucca,Alhassane Keita,Nuno Miguel Prata Coelho,Reinildo Mandava,Mika,Licá,Dálcio,Pierre Sagna,Henrique Almeida,Nuno Tomás,14,6,4,3,2.25,3.1,3.4
3,3,1,sáb,2018-08-11,21:00,Porto,4.5,0.1,Chaves,46509,Estádio Do Dragão,Nuno Almeida,/pt/partidas/daaffbed/Porto-Chaves-2018Agosto11-Primeira-Liga,5,0,4-4-2,4-3-3,11.0,12.0,7.0,0.0,21.0,6.0,737.0,386.0,19.0,23.0,22.0,14.0,8.0,31.0,4.0,0.0,2.0,14.0,65.0,48.0,0.0,0.0,0.0,2.0,1.0,0.0,Iker Casillas,Maxi Pereira,Diogo Leite,Yacine Brahimi,Vincent Aboubakar,Alex Telles,Héctor Herrera,André Pereira,Otávio,Sérgio Oliveira,Felipe,Vaná,Chidozie Awaziem,Hernâni Fortes,Óliver Torres,Marius Mouandilmadji,Jesús Corona,Ricardo Jorge Novo Nunes,Filipe Melo,Avtandil Ebralidze,Stephen Eustáquio,Gevorg Ghazaryan,William,Luís Martins,Nikola Maraš,Marcão,Bruno Gallo,Filipe Brigues,António Filipe de Carvalho,Nuno André Coelho,Jefferson de Jesus Santos,João Teixeira,Djavan da Silva Ferreira,Niltinho,14,2,6,0,1.14,7.0,21.0
4,4,1,dom,2018-08-12,16:00,Maritimo,2.2,0.8,Santa Clara,5893,Estádio dos Barreiros,Anzhony Rodrigues,/pt/partidas/af740880/Maritimo-Santa-Clara-2018Agosto12-Primeira-Liga,1,0,4-3-3,4-4-2,14.0,9.0,8.0,2.0,35.0,20.0,528.0,470.0,9.0,4.0,15.0,13.0,13.0,25.0,5.0,1.0,10.0,10.0,118.0,68.0,0.0,0.0,0.0,3.0,0.0,0.0,Amir Abedzadeh,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Danny,Edgar Costa,Rúben Rafael Sousa Ferreira,Fabrício Baiano,Ricardo Jorge Oliveira Valente,Diederrick Joel,Charles,Marcão,Rodrigo Pinho,Jean Cléber,Leandro Barrera,Aloísio Souza Genézio,Marco André Rocha Pereira,Fábio Cardoso,Danildo Accioly,Osama Rashid,Pedro Pacheco,Denis Pineda,Thiago Santana,João Paulo Lázaro Lucas,Bruno Lamas,Zé Manuel,Patrick,João Lopes,Rui Pedro Oliveira Silva,Diogo Santos,Minhoca,Kaio Pantaleão,Alfredo Stephens,10,9,4,5,1.75,3.4,5.0
5,5,1,dom,2018-08-12,16:00,Feirense,1.2,0.4,Rio Ave,2646,Estádio Marcolino de Castro,António Nobre,/pt/partidas/b8905632/Feirense-Rio-Ave-2018Agosto12-Primeira-Liga,2,0,4-3-3,4-2-3-1,16.0,8.0,3.0,4.0,11.0,19.0,421.0,582.0,18.0,23.0,32.0,13.0,32.0,12.0,1.0,0.0,,,64.0,91.0,1.0,0.0,0.0,2.0,0.0,0.0,Caio Secco,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Bruno Nascimento,Edinho,Rafael Crivellaro,Fábio Sturgeon,Vítor Bruno,Bruno Brigido,Diogo Miguel Guedes Almeida,Cris,João Silva,José Adolfo Valencia,Zé Pedro,Leonardo César Jardim,Jonathan Buatu Mananga,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,João Schmidt,Leandrinho,Eliseu Cassamá,Afonso Figueiredo,Gabriel Airton de Souza,Gelson,Galeno,Carlos Alves,Miguel Fernando Pereira Rodrigues,Bruno Moreira,Junio,Nikola Jambor,Joca,12,7,5,1,3.0,3.0,2.5
6,6,1,dom,2018-08-12,18:30,Moreirense,0.7,2.6,Sp Lisbon,4886,P.D. Comendador Joaquim de Almeida Freit...,Tiago Martins,/pt/partidas/79c6a71c/Moreirense-Sporting-CP-2018Agosto12-Primeira-Liga,1,3,4-4-2,4-2-3-1,21.0,16.0,6.0,4.0,20.0,19.0,568.0,444.0,16.0,22.0,14.0,13.0,29.0,29.0,2.0,3.0,4.0,7.0,75.0,85.0,5.0,0.0,0.0,5.0,0.0,0.0,Jhonatan,João Aurélio,Mohamed Abarhoun,Iago Santos,Rúben Lima,Bilel Aouacheria,Chiquinho,Pedro Nuno,Mamadou Loum,Heriberto Tavares,Neto,Pedro Trigueira,Fábio Pacheco,Alan Eduardo Schons,Nenê,Bruno Silva,Arsénio Martins Lafuente Nunes,Romain Salin,Sebastián Coates,Jefferson Nascimento,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Rodrigo Battaglia,Nani,Jérémy Mathieu,Radosav Petrović,Bas Dost,Luís Maximiano,André Almeida Pinto,Fredy Montero,Raphinha,Josip Mišić,Bruno Gaspar,3,6,3,4,7.5,4.2,1.44
7,7,1,dom,2018-08-12,20:30,Sp Braga,2.3,1.3,Nacional,12387,Estádio Municipal de Braga,Carlos Xistra,/pt/partidas/3a72d467/Braga-Nacional-2018Agosto12-Primeira-Liga,4,2,4-4-2,4-4-2,13.0,14.0,4.0,2.0,18.0,11.0,535.0,503.0,20.0,11.0,23.0,16.0,15.0,20.0,3.0,2.0,8.0,16.0,81.0,90.0,1.0,0.0,0.0,3.0,0.0,0.0,Matheus,Diogo Figueiras,Nuno Sequeira,Eduardo Teixeira,Ricardo Horta,Claudemir de Souza,Fransérgio,Raul Silva,Bruno Viana,Ricardo Esgaio,Dyego Sousa,Tiago Sá,Wilson Eduardo,Ricardo,Xadas,Pablo Santos,João Novais,Daniel Guimarães,Nuno Vieira Campos,Arthur,Diogo Alexis Rodrigues Coelho,Mauro Cerqueira,Abdullahi Ibrahim Alhassan,João Tiago Serrão Garcês,João Pedro Gomes Camacho,Witi,Bryan Róchez,Vítor Gonçalves,Ohoulo Framelin,Diego Barcelos,Kenji Gorré,Brayan Riascos,Sérgio Marakis,Kalindi Alves de Souza,16,10,12,8,1.33,5.0,8.5
8,8,1,seg,2018-08-13,20:15,Portimonense,1.3,0.8,Boavista,3990,Estádio do Portimonense SC,João Santos Capela,/pt/partidas/19cb4ad4/Portimonense-Boavista-2018Agosto13-Primeira-Liga,0,2,5-4-1,4-2-3-1,19.0,27.0,10.0,4.0,26.0,19.0,516.0,463.0,9.0,24.0,13.0,16.0,19.0,45.0,1.0,0.0,9.0,7.0,101.0,72.0,0.0,0.0,0.0,4.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Emmanuel Hackman,Dener,Shoya Nakajima,Bruno Tabata,Felipe Macedo,Wilson Manafá,Pedro Sá,Rúben Fernandes,Wellington,Leonardo Navacchio,Theo Ryuki,Jean Felipe,Taofiq Jibril,Ewerton,,Helton Leite,Raphael,Talocha,Rochinha,David Simão,Mateus Galiano da Costa,Fábio Espinho,Carraça,Neris,Federico Falcone,Idrissa Mandiang,Rafael Bracalli,André Claro,Edu Machado,Stéphane Sparagna,Rafael Costa,Rafael Lopes,8,9,3,4,2.14,3.1,3.6
9,9,2,sex,2018-08-17,20:30,Aves,2.4,0.9,Tondela,1872,Estádio Clube Desportivo das Aves,Artur Soares Dias,/pt/partidas/edc8a385/Aves-Tondela-2018Agosto17-Primeira-Liga,2,2,4-2-3-1,4-4-2,14.0,14.0,5.0,9.0,24.0,19.0,507.0,449.0,14.0,11.0,13.0,14.0,31.0,22.0,2.0,0.0,16.0,11.0,85.0,97.0,3.0,0.0,0.0,3.0,0.0,0.0,Quentin Beunardeau,Rodrigo Alves Soares,Rodrigo Defendi,Bruno Manuel Araújo Braga,Nildo Petrolina,Nélson Lenho,Amilton,Carlos Ponck,Vítor Gomes,Derley,Issam El Adoua,Marco Pinto,Vitor Costa,Rúben Alexandre Gomes Oliveira,Michel,Hamdou Elhouni,Diego Galo,Cláudio Ramos,Hélder Tavares,Miguel Filipe Nunes Cardoso,Juan Delgado,Sergio Peña,Fahd Moufi,Tomané,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Cristian Arango,Pedro José Moreira Silva,Azongha Tembeng Abenego,António Xavier,Jhon Murillo,João Reis,João Mendes,16,12,6,5,2.14,3.0,3.8
10,10,2,sáb,2018-08-18,16:30,Chaves,1.3,0.3,Portimonense,5240,Estádio Municipal Eng. Manuel Branco Tei...,André Narciso,/pt/partidas/b36965d5/Chaves-Portimonense-2018Agosto18-Primeira-Liga,2,0,4-3-3,4-3-3,16.0,21.0,2.0,11.0,18.0,29.0,476.0,589.0,16.0,18.0,15.0,6.0,43.0,15.0,0.0,2.0,7.0,5.0,63.0,70.0,3.0,0.0,0.0,4.0,0.0,0.0,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Avtandil Ebralidze,Stephen Eustáquio,Jeferson Fernandes Macedo,William,Renan Bardini Bressan,Nikola Maraš,Marcão,Bruno Gallo,Djavan da Silva Ferreira,António Filipe de Carvalho,Nuno André Coelho,Filipe Melo,Gevorg Ghazaryan,Luís Martins,Niltinho,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Emmanuel Hackman,Dener,Shoya Nakajima,Bruno Tabata,Ewerton,Wilson Manafá,Pedro Sá,Rúben Fernandes,Wellington,Leonardo Navacchio,Theo Ryuki,Jean Felipe,Felipe Macedo,Taofiq Jibril,Guilherme Lazaroni,12,9,5,2,2.14,3.1,3.6
11,11,2,sáb,2018-08-18,19:00,Boavista,0.4,1.3,Benfica,15189,Estádio do Bessa Século XXI,Manuel Mota,/pt/partidas/5db1b77e/Boavista-Benfica-2018Agosto18-Primeira-Liga,0,2,4-2-3-1,4-3-3,12.0,21.0,2.0,9.0,11.0,20.0,445.0,616.0,22.0,16.0,20.0,7.0,23.0,11.0,1.0,0.0,9.0,4.0,72.0,85.0,4.0,0.0,0.0,1.0,0.0,0.0,Helton Leite,Raphael,Talocha,Rochinha,David Simão,Mateus Galiano da Costa,Fábio Espinho,Carraça,Neris,Federico Falcone,Idrissa Mandiang,Rafael Bracalli,André Claro,Edu Machado,Stéphane Sparagna,Rafael Costa,Rafael Lopes,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Franco Cervi,Eduardo Salvio,Facundo Ferreyra,Pizzi,Jardel,André Almeida,Gedson Fernandes,Mile Svilar,Germán Conti,Haris Seferović,Alfa Semedo,Andrija Živković,Rafa Silva,4,17,1,8,7.0,4.0,1.5
12,12,2,sáb,2018-08-18,21:00,Sp Lisbon,1.3,0.9,Setubal,40611,Estádio José Alvalade,Manuel Oliveira,/pt/partidas/fe37204b/Sporting-CP-Vitoria-Setubal-2018Agosto18-Primeira-Liga,2,1,4-4-1-1,4-1-4-1,20.0,29.0,7.0,3.0,16.0,10.0,564.0,436.0,19.0,18.0,16.0,11.0,13.0,28.0,0.0,1.0,3.0,11.0,77.0,82.0,2.0,0.0,0.0,5.0,0.0,0.0,Romain Salin,Sebastián Coates,Jefferson Nascimento,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Rodrigo Battaglia,Nani,Jérémy Mathieu,Josip Mišić,Bas Dost,Renan Ribeiro,André Almeida Pinto,Fredy Montero,Raphinha,Radosav Petrović,Wendel,Cristiano Pereira Figueiredo,Mano,Costinha,Vasco Fernandes,Rúben Micael,Nuno Pinto,Nuno Reis,Frédéric Mendy,José Semedo,Zequinha,Jhonder Cádiz,Joel Castro Pereira,Alex,Éber Bessa,André Martins Sousa,Hildeberto Pereira,Baba Fernandes,17,9,5,3,1.25,5.5,12.0
13,13,2,dom,2018-08-19,16:00,Rio Ave,2.2,1.8,Maritimo,12234,Estádio do Rio Ave Futebol Clube,Vitor Ferreira Fernandes,/pt/partidas/8e932f27/Rio-Ave-Maritimo-2018Agosto19-Primeira-Liga,3,1,4-2-3-1,4-3-3,11.0,22.0,4.0,3.0,13.0,20.0,478.0,504.0,12.0,18.0,6.0,6.0,17.0,10.0,1.0,0.0,,,60.0,91.0,1.0,0.0,0.0,3.0,0.0,0.0,Leonardo César Jardim,Jonathan Buatu Mananga,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Leandrinho,Eliseu Cassamá,Afonso Figueiredo,Gabriel Airton de Souza,Gelson,Galeno,Carlos Alves,Matheus Reis,Miguel Fernando Pereira Rodrigues,João Schmidt,Nikola Jambor,Schutte,Amir Abedzadeh,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Danny,Edgar Costa,Rúben Rafael Sousa Ferreira,Fabrício Baiano,Diederrick Joel,Charles,Marcão,Everton Nascimento de Mendonça,Jean Cléber,João Gamboa,Ricardo Jorge Oliveira Valente,13,16,5,4,2.04,3.2,3.75
14,14,2,dom,2018-08-19,16:00,Nacional,2.7,1.9,Moreirense,2491,Estádio da Madeira,António Nobre,/pt/partidas/9a9dadee/Nacional-Moreirense-2018Agosto19-Primeira-Liga,1,2,4-4-2,4-4-2,10.0,25.0,9.0,2.0,23.0,7.0,606.0,408.0,19.0,19.0,13.0,16.0,7.0,23.0,4.0,1.0,8.0,7.0,102.0,73.0,0.0,0.0,0.0,5.0,0.0,0.0,Daniel Guimarães,Nuno Vieira Campos,Arthur,Diogo Alexis Rodrigues Coelho,Mauro Cerqueira,Abdullahi Ibrahim Alhassan,João Tiago Serrão Garcês,João Pedro Gomes Camacho,Witi,Bryan Róchez,Vítor Gonçalves,Ohoulo Framelin,Giorgi Arabidze,Kenji Gorré,Brayan Riascos,Kalindi Alves de Souza,Aleksandar Paločević,Jhonatan,João Aurélio,Mohamed Abarhoun,Rúben Lima,Bilel Aouacheria,Ivanildo Fernandes,Chiquinho,Pedro Nuno,Mamadou Loum,Heriberto Tavares,Neto,Pedro Trigueira,Iago Santos,Fábio Pacheco,Alan Eduardo Schons,Nenê,Arsénio Martins Lafuente Nunes,17,14,8,8,2.37,3.0,3.2
15,15,2,dom,2018-08-19,18:30,Belenenses,1.8,1.7,Porto,10901,Estádio Nacional,Carlos Xistra,/pt/partidas/bbb9aca4/Belenenses-SAD-Porto-2018Agosto19-Primeira-Liga,2,3,4-3-3,4-4-2,18.0,10.0,6.0,5.0,16.0,15.0,579.0,519.0,20.0,22.0,19.0,22.0,12.0,18.0,0.0,1.0,7.0,4.0,74.0,94.0,2.0,0.0,0.0,3.0,0.0,0.0,Muriel Becker,Vincent Sasso,Licá,Diogo Viana,Matija Ljujić,Fredy,Zakarya Bergdich,Gonçalo Silva,Jonatan Lucca,Alhassane Keita,Nuno Miguel Prata Coelho,Mika,Dálcio,Pierre Sagna,Henrique Almeida,Nuno Tomás,Reinildo Mandava,Iker Casillas,Maxi Pereira,Diogo Leite,Yacine Brahimi,Vincent Aboubakar,Alex Telles,Héctor Herrera,André Pereira,Otávio,Sérgio Oliveira,Felipe,Vaná,Chidozie Awaziem,Hernâni Fortes,Óliver Torres,Marius Mouandilmadji,Jesús Corona,12,16,5,6,12.0,4.33,1.33
16,16,2,dom,2018-08-19,19:30,Santa Clara,1.0,0.6,Sp Braga,3915,Estádio de São Miguel,Rui Oliveira,/pt/partidas/5cd22a81/Santa-Clara-Braga-2018Agosto19-Primeira-Liga,3,3,4-4-2,4-3-3,13.0,8.0,5.0,4.0,16.0,11.0,445.0,576.0,10.0,17.0,9.0,10.0,12.0,16.0,2.0,4.0,7.0,6.0,98.0,102.0,2.0,0.0,0.0,3.0,0.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,Danildo Accioly,Osama Rashid,Pedro Pacheco,Denis Pineda,Thiago Santana,João Paulo Lázaro Lucas,Bruno Lamas,Zé Manuel,Patrick,João Lopes,Minhoca,Kaio Pantaleão,Alfredo Stephens,Mamadu Candé,Anderson Carvalho,Matheus,Diogo Figueiras,Nuno Sequeira,Wilson Eduardo,Pablo Santos,João Novais,Ricardo Horta,Fransérgio,Bruno Viana,Ricardo Esgaio,Dyego Sousa,Tiago Sá,Lucas Cunha,Ricardo,Xadas,Murilo Costa,Fábio Martins,12,14,8,8,5.5,3.75,1.61
17,17,2,seg,2018-08-20,20:15,Guimaraes,0.4,0.3,Feirense,1872,Estádio Dom Afonso Henriques,Hugo Miguel,/pt/partidas/a6e82ec5/Vitoria-Guimaraes-Feirense-2018Agosto20-Primeira-Liga,0,1,4-3-3,4-2-3-1,16.0,19.0,8.0,5.0,26.0,13.0,649.0,341.0,14.0,18.0,16.0,16.0,15.0,19.0,1.0,1.0,6.0,12.0,89.0,55.0,1.0,0.0,0.0,3.0,0.0,0.0,Douglas,Pedrão,João Afonso,Welthon,André André,Florent Hanin,Tyler Boyd,Alhassan Wakaso,Davidson da Luz Pereira,Guillermo Celis,Dodô,João Miguel Macedo Silva,Rafa Soares,João Carlos Teixeira,Tozé,Yordan Osorio,Ola John,Caio Secco,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Bruno Nascimento,Edinho,Rafael Crivellaro,Fábio Sturgeon,Vítor Bruno,Bruno Brigido,Tiago Gomes,Cris,João Silva,José Adolfo Valencia,Tiago Mesquita,10,7,3,4,1.64,3.6,5.5
18,18,3,sex,2018-08-24,20:30,Maritimo,1.0,0.4,Chaves,5398,Estádio dos Barreiros,Tiago Martins,/pt/partidas/4703e737/Maritimo-Chaves-2018Agosto24-Primeira-Liga,2,1,4-4-2,4-3-3,12.0,9.0,5.0,2.0,24.0,7.0,566.0,604.0,15.0,17.0,13.0,15.0,13.0,32.0,3.0,0.0,7.0,13.0,99.0,77.0,4.0,0.0,0.0,4.0,0.0,0.0,Amir Abedzadeh,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Danny,Jean Cléber,Fabrício Baiano,Fábio China,Diederrick Joel,Charles,Marcão,Ibson Pereira De Melo,Edgar Costa,Rúben Rafael Sousa Ferreira,Leandro Barrera,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Avtandil Ebralidze,Stephen Eustáquio,Jeferson Fernandes Macedo,William,Renan Bardini Bressan,Nikola Maraš,Marcão,Bruno Gallo,Djavan da Silva Ferreira,António Filipe de Carvalho,Nuno André Coelho,Filipe Melo,Gevorg Ghazaryan,Luís Martins,Niltinho,13,10,6,3,2.0,3.3,3.75
19,19,3,sáb,2018-08-25,16:30,Portimonense,2.2,0.5,Santa Clara,2185,Estádio do Portimonense SC,João Pinheiro,/pt/partidas/9d95a85e/Portimonense-Santa-Clara-2018Agosto25-Primeira-Liga,2,2,4-2-3-1,4-4-2,13.0,22.0,7.0,5.0,15.0,12.0,491.0,381.0,12.0,19.0,12.0,19.0,25.0,33.0,3.0,1.0,7.0,12.0,69.0,87.0,0.0,0.0,0.0,3.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Emmanuel Hackman,Dener,Shoya Nakajima,Bruno Tabata,Ewerton,Wilson Manafá,Pedro Sá,Rúben Fernandes,Wellington,Leonardo Navacchio,Theo Ryuki,Paulinho,Jean Felipe,Felipe Macedo,Taofiq Jibril,Marco André Rocha Pereira,Fábio Cardoso,Danildo Accioly,Osama Rashid,Thiago Santana,João Paulo Lázaro Lucas,Bruno Lamas,Anderson Carvalho,Zé Manuel,Patrick,Fernando,João Lopes,Pedro Pacheco,Minhoca,Denis Pineda,César,Abdiel Arroyo,26,9,11,3,2.1,3.2,3.6
20,20,3,sáb,2018-08-25,19:00,Benfica,1.5,1.3,Sp Lisbon,60486,Estádio do Sport Lisboa e Benfica,Luís Godinho,/pt/partidas/81b591b1/Derby-de-Lisboa-Benfica-Sporting-CP-2018Agosto25-Primeira-Liga,1,1,4-3-3,4-2-3-1,14.0,16.0,11.0,1.0,35.0,6.0,655.0,429.0,8.0,13.0,9.0,18.0,9.0,34.0,1.0,2.0,10.0,14.0,104.0,87.0,4.0,0.0,0.0,5.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Franco Cervi,Facundo Ferreyra,Pizzi,Rafa Silva,Jardel,André Almeida,Gedson Fernandes,Mile Svilar,Germán Conti,Haris Seferović,Alfa Semedo,Andrija Živković,Andreas Samaris,Romain Salin,Sebastián Coates,Jefferson Nascimento,André Almeida Pinto,Bruno Fernandes,Marcos Acuña,Fredy Montero,Stefan Ristovski,Rodrigo Battaglia,Nani,Raphinha,Renan Ribeiro,Matheus Pereira,Radosav Petrović,Luc Castaignos,Wendel,Bruno Gaspar,19,11,10,4,2.0,3.2,4.0
21,21,3,sáb,2018-08-25,21:00,Porto,1.3,1.1,Guimaraes,47008,Estádio Do Dragão,Fábio Costa,/pt/partidas/62a5e807/Porto-Vitoria-Guimaraes-2018Agosto25-Primeira-Liga,2,3,4-4-2,4-2-3-1,16.0,12.0,9.0,3.0,25.0,8.0,633.0,408.0,20.0,15.0,12.0,15.0,10.0,25.0,2.0,1.0,3.0,13.0,77.0,75.0,3.0,0.0,0.0,2.0,0.0,0.0,Iker Casillas,Maxi Pereira,Diogo Leite,Yacine Brahimi,Vincent Aboubakar,Alex Telles,Héctor Herrera,André Pereira,Otávio,Sérgio Oliveira,Felipe,Vaná,Éder Militão,Hernâni Fortes,Óliver Torres,Moussa Marega,Jesús Corona,Douglas,Pedrão,João Afonso,Welthon,João Carlos Teixeira,André André,Falaye Sacko,Florent Hanin,Tyler Boyd,Alhassan Wakaso,Joseph Amoah,João Miguel Macedo Silva,Rafa Soares,Tozé,Ola John,Junior Tallo,Davidson da Luz Pereira,18,8,10,3,1.14,7.5,17.0
22,22,3,dom,2018-08-26,16:00,Setubal,0.6,2.2,Nacional,5690,Estádio do Bonfim,Cláudio Ruivo Pereira,/pt/partidas/653124e5/Vitoria-Setubal-Nacional-2018Agosto26-Primeira-Liga,1,2,4-1-3-2,4-4-2,18.0,26.0,4.0,2.0,22.0,8.0,520.0,397.0,10.0,13.0,13.0,11.0,10.0,24.0,3.0,2.0,10.0,8.0,100.0,83.0,5.0,0.0,1.0,5.0,0.0,0.0,Joel Castro Pereira,Mano,Costinha,Vasco Fernandes,Rúben Micael,Nuno Pinto,Nuno Reis,Frédéric Mendy,José Semedo,Zequinha,Jhonder Cádiz,Cristiano Pereira Figueiredo,Alex,Éber Bessa,Pedro Manuel Mota Pinto,André Martins Sousa,Hildeberto Pereira,Daniel Guimarães,Nuno Vieira Campos,Abdullahi Ibrahim Alhassan,João Tiago Serrão Garcês,João Pedro Gomes Camacho,Witi,Bryan Róchez,Felipe Aliste Lopes,Julio,Wesly Decas,Vítor Gonçalves,Lucas França,Diogo Alexis Rodrigues Coelho,Giorgi Arabidze,Brayan Riascos,Sérgio Marakis,Kalindi Alves de Souza,11,11,4,4,2.0,3.2,4.0
23,23,3,dom,2018-08-26,16:00,Feirense,0.9,1.0,Boavista,3711,Estádio Marcolino de Castro,Rui Costa,/pt/partidas/f094b00d/Feirense-Boavista-2018Agosto26-Primeira-Liga,1,1,4-4-2,4-4-2,15.0,24.0,4.0,1.0,22.0,7.0,470.0,322.0,10.0,24.0,8.0,12.0,12.0,23.0,0.0,2.0,7.0,11.0,82.0,80.0,2.0,0.0,0.0,5.0,1.0,0.0,Caio Secco,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Bruno Nascimento,Edinho,Rafael Crivellaro,Fábio Sturgeon,Vítor Bruno,Bruno Brigido,Tiago Gomes,Cris,João Silva,José Adolfo Valencia,Tiago Mesquita,Helton Leite,Raphael,Talocha,Rochinha,David Simão,Fábio Espinho,Carraça,André Claro,Neris,Federico Falcone,Idrissa Mandiang,Rafael Bracalli,Mateus Galiano da Costa,Edu Machado,Stéphane Sparagna,Rafael Costa,Rafael Lopes,17,7,5,4,2.4,3.0,3.2
